Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
36,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1614,High,Female,High,2,Manufacturing Director,High,Married,4663,Excellent,Medium,7,Better,1
34,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,1615,High,Male,Very High,2,Manufacturing Director,Very High,Divorced,4724,Excellent,Low,9,Better,7
49,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,1617,High,Female,High,1,Laboratory Technician,Low,Married,3211,Excellent,Very High,10,Good,1
39,No,Travel_Rarely,Research & Development,10,Doctor,Medical,1618,Medium,Male,High,2,Manufacturing Director,Low,Married,5377,Excellent,Very High,10,Better,7
27,No,Travel_Rarely,Research & Development,19,Bachelor,Other,1619,Very High,Male,Medium,1,Laboratory Technician,Low,Divorced,4066,Excellent,Low,7,Better,0
35,No,Travel_Rarely,Research & Development,18,Doctor,Life Sciences,1621,Medium,Male,Very High,2,Research Scientist,Low,Married,5208,Excellent,Very High,16,Better,1
28,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,1622,Medium,Female,Low,2,Manufacturing Director,Low,Divorced,4877,Outstanding,Medium,6,Good,0
21,No,Travel_Rarely,Research & Development,5,Below College,Medical,1623,High,Male,High,1,Research Scientist,Very High,Single,3117,Excellent,High,3,Better,2
18,Yes,Travel_Frequently,Sales,3,College,Medical,1624,Medium,Female,High,1,Sales Representative,Very High,Single,1569,Excellent,High,0,Best,0
47,No,Travel_Rarely,Human Resources,26,Master,Life Sciences,1625,Very High,Female,High,5,Manager,High,Married,19658,Excellent,High,27,Better,1
39,No,Travel_Rarely,Research & Development,3,College,Medical,1627,High,Male,Medium,2,Laboratory Technician,High,Divorced,3069,Excellent,Very High,11,Better,0
40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1628,Low,Female,Medium,3,Manufacturing Director,High,Married,10435,Excellent,Very High,18,Better,14
35,No,Non-Travel,Research & Development,8,Master,Life Sciences,1630,High,Female,High,2,Healthcare Representative,High,Married,4148,Excellent,Very High,15,Better,2
37,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1631,High,Male,High,2,Manufacturing Director,High,Married,5768,Excellent,Low,9,Good,0
39,No,Travel_Frequently,Research & Development,4,Bachelor,Medical,1633,Low,Female,High,2,Manufacturing Director,High,Single,5042,Excellent,Very High,10,Bad,3
45,No,Travel_Rarely,Research & Development,2,College,Other,1635,Very High,Female,Medium,2,Manufacturing Director,Very High,Divorced,5770,Excellent,Low,10,Better,3
38,No,Travel_Rarely,Research & Development,2,College,Medical,1638,Very High,Female,Medium,3,Manufacturing Director,High,Married,7756,Excellent,Very High,10,Best,0
35,Yes,Travel_Rarely,Sales,10,Bachelor,Medical,1639,Very High,Male,Medium,3,Sales Executive,Low,Married,10306,Excellent,High,15,Better,6
37,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1640,Medium,Female,High,1,Research Scientist,Medium,Married,3936,Excellent,Low,8,Bad,7
40,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1641,High,Female,High,3,Manufacturing Director,Very High,Single,7945,Excellent,Very High,18,Good,3
44,No,Travel_Frequently,Human Resources,1,Doctor,Human Resources,1642,Low,Male,High,2,Human Resources,Very High,Married,5743,Excellent,High,14,Better,0
48,No,Travel_Frequently,Research & Development,4,Doctor,Medical,1644,High,Male,Medium,4,Manager,Very High,Married,15202,Outstanding,Medium,23,Better,2
35,Yes,Travel_Rarely,Sales,15,College,Medical,1645,Low,Male,Low,2,Sales Executive,Very High,Divorced,5440,Excellent,Very High,7,Good,2
24,No,Travel_Frequently,Research & Development,2,Below College,Technical Degree,1646,Low,Female,High,1,Research Scientist,Very High,Single,3760,Excellent,High,6,Better,1
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1647,Medium,Female,Very High,1,Research Scientist,High,Married,3517,Excellent,Low,5,Better,0
27,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1648,Very High,Male,High,1,Research Scientist,Very High,Single,2580,Excellent,High,6,Good,1
40,Yes,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1649,Low,Male,High,1,Laboratory Technician,Low,Single,2166,Excellent,Medium,10,Bad,0
29,No,Travel_Rarely,Sales,10,Bachelor,Medical,1650,High,Male,Medium,2,Sales Executive,High,Single,5869,Excellent,High,8,Better,1
36,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1651,Medium,Female,High,3,Healthcare Representative,Low,Married,8008,Excellent,High,9,Better,0
25,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1653,Very High,Male,Very High,2,Manufacturing Director,High,Divorced,5206,Excellent,High,7,Better,0
39,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1654,Very High,Male,High,2,Manufacturing Director,Medium,Married,5295,Outstanding,High,7,Better,1
49,No,Travel_Rarely,Research & Development,22,Master,Other,1655,Low,Female,High,4,Research Director,Medium,Married,16413,Excellent,Medium,27,Better,1
50,No,Travel_Rarely,Research & Development,17,Doctor,Life Sciences,1656,Very High,Female,Medium,3,Research Director,Low,Divorced,13269,Excellent,High,19,Better,1
20,No,Travel_Rarely,Sales,2,Bachelor,Medical,1657,High,Female,High,1,Sales Representative,High,Single,2783,Excellent,Low,2,Better,2
34,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1658,Very High,Female,High,2,Research Scientist,Medium,Divorced,5433,Excellent,High,11,Better,7
36,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1659,Low,Male,High,1,Laboratory Technician,Medium,Single,2013,Excellent,High,15,Better,1
49,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1661,High,Female,Medium,4,Healthcare Representative,High,Married,13966,Excellent,Medium,30,Better,2
36,No,Non-Travel,Research & Development,1,Master,Medical,1662,Very High,Female,Medium,2,Manufacturing Director,High,Married,4374,Excellent,High,4,Better,1
36,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1664,Very High,Male,Very High,2,Healthcare Representative,Low,Divorced,6842,Outstanding,Low,13,Better,0
54,No,Travel_Rarely,Research & Development,22,Doctor,Medical,1665,Medium,Female,High,4,Manager,High,Married,17426,Outstanding,High,36,Better,4
43,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1666,High,Male,Medium,4,Research Director,High,Married,17603,Outstanding,Low,14,Better,6
35,Yes,Travel_Frequently,Sales,12,Master,Other,1667,Very High,Male,High,2,Sales Executive,Very High,Single,4581,Outstanding,Low,13,Best,6
38,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1668,Very High,Male,High,2,Research Scientist,Very High,Married,4735,Excellent,Very High,19,Best,2
29,No,Travel_Rarely,Sales,5,Bachelor,Medical,1669,Low,Male,Medium,2,Sales Executive,Medium,Divorced,4187,Excellent,Medium,10,Good,0
33,No,Travel_Rarely,Sales,2,Master,Medical,1670,Very High,Male,High,2,Sales Executive,Very High,Divorced,5505,Excellent,High,6,Better,0
32,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1671,Very High,Male,High,2,Research Scientist,Medium,Divorced,5470,Excellent,High,10,Good,1
31,No,Travel_Rarely,Sales,5,Master,Life Sciences,1673,Low,Female,High,2,Sales Executive,Very High,Married,5476,Excellent,Low,10,Better,0
49,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1674,Very High,Female,High,1,Laboratory Technician,Low,Divorced,2587,Excellent,Medium,17,Good,2
38,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1675,Very High,Female,Medium,1,Laboratory Technician,Medium,Single,2440,Outstanding,Medium,4,Better,3
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,1676,Medium,Female,Very High,4,Manager,Medium,Divorced,15972,Excellent,High,29,Better,1
49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1677,High,Male,High,4,Manager,High,Single,15379,Excellent,Low,23,Better,0
41,No,Travel_Rarely,Sales,23,College,Life Sciences,1678,Very High,Male,High,3,Sales Executive,High,Single,7082,Excellent,Very High,21,Better,0
20,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1680,Very High,Male,High,1,Sales Representative,Low,Single,2728,Excellent,Low,2,Better,0
33,No,Non-Travel,Sales,16,Bachelor,Life Sciences,1681,High,Female,High,2,Sales Executive,Very High,Divorced,5368,Outstanding,High,7,Better,1
36,No,Travel_Rarely,Research & Development,26,Master,Life Sciences,1682,Low,Male,High,2,Healthcare Representative,High,Married,5347,Excellent,Medium,10,Good,0
44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1683,High,Female,High,1,Human Resources,Very High,Divorced,3195,Excellent,Low,8,Better,2
23,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1684,Very High,Male,Medium,1,Laboratory Technician,High,Single,3989,Excellent,Low,5,Better,1
38,No,Travel_Rarely,Research & Development,4,College,Medical,1687,Very High,Female,High,1,Laboratory Technician,High,Married,3306,Excellent,Very High,7,Good,0
53,No,Travel_Rarely,Research & Development,24,Master,Medical,1689,Medium,Male,Very High,3,Healthcare Representative,Very High,Married,7005,Excellent,High,11,Better,1
48,Yes,Travel_Frequently,Sales,7,College,Medical,1691,Very High,Female,High,1,Sales Representative,High,Married,2655,Excellent,High,19,Better,7
32,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,1692,Very High,Male,High,1,Laboratory Technician,Medium,Single,1393,Excellent,Low,1,Better,0
26,No,Non-Travel,Research & Development,7,Bachelor,Medical,1693,Very High,Male,High,1,Laboratory Technician,Very High,Single,2570,Outstanding,High,7,Better,5
55,No,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,1694,Low,Male,Medium,1,Research Scientist,Medium,Divorced,3537,Excellent,Very High,8,Better,1
34,No,Travel_Rarely,Research & Development,5,College,Medical,1696,Medium,Male,Medium,2,Laboratory Technician,Very High,Married,3986,Excellent,High,15,Best,4
60,No,Travel_Rarely,Research & Development,1,Master,Medical,1697,High,Male,Low,3,Healthcare Representative,Very High,Divorced,10883,Outstanding,High,19,Best,0
33,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1698,Medium,Male,Very High,1,Laboratory Technician,Medium,Married,2028,Excellent,Very High,14,Better,2
37,No,Travel_Frequently,Sales,1,Master,Medical,1700,High,Male,Low,2,Sales Executive,Very High,Divorced,9525,Excellent,High,6,Good,1
34,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1701,Medium,Female,Medium,1,Research Scientist,Very High,Married,2929,Excellent,Medium,10,Better,8
23,Yes,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1702,High,Male,High,1,Sales Representative,Very High,Divorced,2275,Outstanding,Medium,3,Better,0
44,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1703,High,Female,Very High,3,Healthcare Representative,Very High,Married,7879,Excellent,Medium,9,Better,6
35,No,Travel_Frequently,Research & Development,2,Master,Medical,1704,Low,Male,Medium,1,Research Scientist,Very High,Single,4930,Excellent,High,6,Best,1
43,No,Travel_Rarely,Sales,2,Bachelor,Medical,1706,Very High,Male,High,2,Sales Executive,Very High,Married,7847,Excellent,Low,10,Better,8
24,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1707,High,Male,Very High,1,Research Scientist,High,Married,4401,Excellent,Very High,5,Better,0
41,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1708,Very High,Male,High,3,Sales Executive,High,Single,9241,Excellent,Medium,10,Better,8
29,No,Travel_Rarely,Research & Development,9,Master,Medical,1709,Very High,Female,High,1,Laboratory Technician,High,Married,2974,Excellent,High,9,Better,1
36,No,Travel_Rarely,Sales,2,Master,Life Sciences,1710,High,Female,High,2,Sales Representative,Very High,Single,4502,Excellent,High,17,Good,6
45,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1712,High,Male,Medium,3,Healthcare Representative,High,Married,10748,Outstanding,Very High,25,Good,14
24,Yes,Travel_Rarely,Human Resources,22,Below College,Human Resources,1714,Very High,Male,Low,1,Human Resources,High,Married,1555,Excellent,High,1,Better,0
47,Yes,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1716,High,Male,Low,4,Sales Executive,High,Married,12936,Excellent,High,25,Bad,14
26,No,Travel_Rarely,Research & Development,17,Master,Medical,1718,Very High,Male,Low,1,Laboratory Technician,High,Married,2305,Excellent,High,3,Best,0
45,No,Travel_Rarely,Research & Development,28,College,Technical Degree,1719,Very High,Female,Medium,4,Research Director,Medium,Single,16704,Excellent,High,21,Better,8
32,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1720,Low,Male,High,1,Research Scientist,High,Married,3433,Excellent,Low,10,Good,1
31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1721,Medium,Male,High,1,Laboratory Technician,High,Married,3477,Excellent,Very High,6,Best,0
41,No,Non-Travel,Human Resources,4,Bachelor,Human Resources,1722,High,Male,Low,2,Human Resources,Medium,Married,6430,Excellent,Medium,10,Better,1
40,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1724,Medium,Female,High,2,Manufacturing Director,Low,Married,6516,Excellent,Medium,18,Better,0
24,No,Travel_Rarely,Research & Development,29,Below College,Medical,1725,Medium,Male,High,1,Laboratory Technician,Low,Divorced,3907,Excellent,Medium,6,Best,1
46,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,1727,High,Male,High,2,Healthcare Representative,Medium,Single,5562,Excellent,Very High,19,Better,0
35,No,Travel_Rarely,Research & Development,27,Master,Life Sciences,1728,Very High,Male,High,2,Manufacturing Director,High,Married,6883,Excellent,Medium,17,Better,0
30,No,Travel_Rarely,Research & Development,16,Below College,Life Sciences,1729,Medium,Male,High,1,Research Scientist,Very High,Married,2862,Excellent,Medium,10,Good,0
47,No,Non-Travel,Sales,2,Master,Marketing,1731,High,Male,High,2,Sales Executive,Medium,Married,4978,Excellent,Very High,4,Bad,0
46,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1732,High,Male,High,3,Sales Executive,Very High,Divorced,10368,Excellent,Medium,13,Good,0
36,Yes,Travel_Rarely,Sales,13,Doctor,Marketing,1733,Medium,Male,Medium,2,Sales Executive,Low,Divorced,6134,Excellent,Medium,16,Better,2
32,Yes,Travel_Rarely,Sales,1,College,Life Sciences,1734,Low,Male,Low,2,Sales Executive,Medium,Single,6735,Excellent,Medium,10,Better,0
23,No,Travel_Rarely,Research & Development,4,Below College,Medical,1735,High,Female,High,1,Laboratory Technician,Medium,Single,3295,Excellent,High,3,Bad,1
31,No,Travel_Frequently,Research & Development,24,Below College,Technical Degree,1736,Very High,Female,High,2,Manufacturing Director,Very High,Single,5238,Outstanding,Very High,9,Good,1
39,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1737,Very High,Male,High,2,Laboratory Technician,Very High,Married,6472,Excellent,Very High,9,Better,5
32,No,Travel_Rarely,Sales,19,Bachelor,Life Sciences,1739,Very High,Male,Low,3,Sales Executive,High,Married,9610,Excellent,High,10,Bad,0
40,No,Travel_Rarely,Sales,7,Master,Medical,1740,Medium,Male,High,5,Manager,Medium,Single,19833,Excellent,Medium,21,Good,12
45,No,Travel_Rarely,Human Resources,4,Bachelor,Life Sciences,1744,High,Female,Low,3,Human Resources,High,Married,9756,Outstanding,High,9,Best,0
30,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,1745,Very High,Female,Medium,1,Research Scientist,Low,Single,4968,Excellent,Very High,10,Better,0
24,No,Travel_Frequently,Human Resources,10,Bachelor,Medical,1746,Low,Male,High,1,Human Resources,Very High,Married,2145,Excellent,Very High,3,Better,2
30,Yes,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,1747,High,Female,Medium,1,Human Resources,Very High,Divorced,2180,Excellent,High,6,Good,1
31,No,Travel_Rarely,Sales,5,Bachelor,Technical Degree,1749,Low,Male,High,2,Sales Executive,High,Married,8346,Excellent,High,6,Better,0
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1751,High,Female,High,1,Research Scientist,Very High,Single,3445,Excellent,High,6,Good,1
29,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1752,Medium,Female,Low,1,Sales Representative,Medium,Single,2760,Excellent,High,2,Better,2
29,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1753,Very High,Male,Very High,2,Healthcare Representative,High,Single,6294,Excellent,Very High,10,Best,0
30,No,Travel_Rarely,Sales,15,College,Marketing,1754,High,Male,Medium,3,Sales Executive,Low,Divorced,7140,Excellent,Low,12,Better,1
34,No,Travel_Rarely,Research & Development,2,Master,Medical,1755,Very High,Male,Very High,1,Research Scientist,Very High,Married,2932,Excellent,Low,6,Better,1
33,No,Non-Travel,Sales,2,Bachelor,Marketing,1756,Very High,Female,High,2,Sales Executive,Medium,Single,5147,Excellent,Very High,13,Good,1
49,No,Travel_Rarely,Sales,11,Master,Marketing,1757,Very High,Female,High,2,Sales Executive,Very High,Single,4507,Excellent,High,8,Best,0
33,Yes,Travel_Rarely,Sales,16,Bachelor,Life Sciences,1758,Low,Female,High,3,Sales Executive,Low,Single,8564,Outstanding,High,11,Good,0
38,No,Travel_Frequently,Research & Development,2,College,Medical,1760,High,Female,Medium,1,Laboratory Technician,Medium,Married,2468,Excellent,Medium,9,Good,0
31,Yes,Travel_Rarely,Sales,16,Master,Marketing,1761,Low,Male,High,3,Sales Executive,High,Married,8161,Excellent,Low,10,Better,0
29,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1762,Very High,Female,Medium,1,Research Scientist,Low,Divorced,2109,Excellent,High,1,Better,0
30,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1763,High,Male,Very High,2,Healthcare Representative,High,Married,5294,Excellent,High,10,Better,1
32,No,Non-Travel,Research & Development,5,Master,Technical Degree,1764,Medium,Male,High,1,Research Scientist,Medium,Single,2718,Excellent,Medium,12,Better,0
38,No,Travel_Rarely,Research & Development,18,Bachelor,Medical,1766,Medium,Male,Low,2,Healthcare Representative,Very High,Married,5811,Excellent,High,15,Better,1
43,Yes,Travel_Frequently,Research & Development,17,Bachelor,Technical Degree,1767,High,Male,Medium,1,Research Scientist,High,Married,2437,Excellent,Very High,6,Better,0
42,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1768,Medium,Male,High,1,Laboratory Technician,Medium,Divorced,2766,Outstanding,Medium,7,Good,0
55,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1770,High,Male,Medium,5,Research Director,Low,Married,19038,Excellent,Medium,34,Better,0
33,No,Non-Travel,Research & Development,4,Bachelor,Technical Degree,1771,Very High,Male,High,2,Research Scientist,Medium,Divorced,3055,Excellent,Very High,11,Good,1
41,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1772,High,Male,High,1,Laboratory Technician,Low,Divorced,2289,Outstanding,Medium,5,Better,0
34,No,Non-Travel,Sales,10,Bachelor,Life Sciences,1774,Very High,Male,High,2,Sales Executive,High,Divorced,4001,Excellent,High,15,Better,0
53,No,Non-Travel,Research & Development,1,Master,Medical,1775,Low,Female,Medium,4,Manufacturing Director,High,Married,12965,Outstanding,Very High,27,Good,0
43,No,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,1778,Medium,Male,High,1,Human Resources,Very High,Single,3539,Excellent,Medium,10,Better,1
34,No,Travel_Rarely,Sales,3,College,Life Sciences,1779,Very High,Female,Low,2,Sales Executive,Very High,Single,6029,Excellent,Low,6,Better,2
21,Yes,Travel_Rarely,Sales,7,Below College,Marketing,1780,Medium,Male,High,1,Sales Representative,Medium,Single,2679,Excellent,Medium,1,Better,1
38,No,Travel_Rarely,Research & Development,6,College,Other,1782,Very High,Female,Medium,1,Laboratory Technician,High,Married,3702,Excellent,Medium,5,Better,0
22,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1783,High,Female,High,1,Laboratory Technician,Low,Married,2398,Excellent,High,1,Better,0
31,No,Travel_Rarely,Sales,29,Master,Marketing,1784,Low,Female,Medium,2,Sales Executive,Very High,Married,5468,Excellent,Low,13,Better,5
51,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,1786,Low,Female,High,3,Manager,High,Married,13116,Excellent,Very High,15,Better,2
37,No,Travel_Rarely,Sales,9,College,Marketing,1787,Medium,Male,Medium,2,Sales Executive,Medium,Married,4189,Excellent,Low,5,Better,0
46,No,Travel_Rarely,Research & Development,2,Master,Medical,1789,High,Male,High,5,Research Director,Very High,Divorced,19328,Excellent,High,24,Better,2
36,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1790,Very High,Male,High,3,Healthcare Representative,Low,Married,8321,Excellent,Very High,15,Better,5
44,Yes,Travel_Frequently,Research & Development,1,College,Medical,1792,High,Male,High,1,Research Scientist,Medium,Divorced,2342,Excellent,High,6,Good,2
37,No,Travel_Rarely,Human Resources,8,College,Other,1794,High,Male,High,2,Human Resources,Medium,Divorced,4071,Excellent,High,19,Good,4
35,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,1797,High,Male,High,2,Sales Executive,Very High,Single,5813,Excellent,Very High,10,Better,7
33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1798,Very High,Male,Very High,1,Research Scientist,Low,Married,3143,Excellent,Medium,14,Better,7
28,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1799,High,Male,High,1,Research Scientist,Very High,Married,2044,Excellent,High,5,Best,0
39,No,Travel_Rarely,Research & Development,10,Below College,Medical,1800,High,Male,High,3,Research Director,High,Single,13464,Outstanding,High,9,Better,2
46,No,Non-Travel,Sales,26,College,Life Sciences,1801,Medium,Male,Medium,2,Sales Executive,Medium,Single,7991,Excellent,High,6,Better,2
40,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1802,High,Female,High,1,Laboratory Technician,Low,Married,3377,Excellent,Very High,7,Good,0
42,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,1803,Medium,Male,Very High,2,Healthcare Representative,Low,Married,5538,Excellent,High,10,Good,0
35,No,Non-Travel,Research & Development,2,College,Medical,1804,Medium,Male,High,2,Manufacturing Director,Very High,Divorced,5762,Excellent,High,15,Better,1
38,No,Non-Travel,Human Resources,2,Bachelor,Human Resources,1805,Low,Male,High,1,Human Resources,Medium,Divorced,2592,Excellent,Very High,13,Better,3
34,Yes,Travel_Frequently,Research & Development,9,Master,Life Sciences,1807,Very High,Male,High,2,Laboratory Technician,Low,Married,5346,Excellent,High,11,Good,0
37,Yes,Travel_Rarely,Research & Development,10,Master,Medical,1809,Very High,Male,High,2,Manufacturing Director,Low,Single,4213,Excellent,Medium,10,Bad,0
39,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1812,High,Male,High,2,Sales Executive,Very High,Divorced,4127,Excellent,Very High,7,Better,2
43,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1813,Low,Male,High,1,Research Scientist,High,Single,2438,Excellent,High,7,Good,1
41,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1814,Medium,Male,Very High,2,Healthcare Representative,Medium,Single,6870,Excellent,Low,11,Bad,1
41,No,Travel_Rarely,Sales,4,Below College,Marketing,1815,High,Female,High,3,Sales Executive,High,Divorced,10447,Excellent,Very High,23,Best,13
30,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1816,Low,Female,High,3,Manufacturing Director,High,Single,9667,Excellent,Medium,9,Better,0
26,Yes,Travel_Rarely,Human Resources,20,College,Medical,1818,Very High,Female,High,1,Human Resources,Medium,Married,2148,Excellent,High,6,Better,1
46,Yes,Travel_Rarely,Research & Development,21,College,Medical,1821,Very High,Female,High,2,Healthcare Representative,Medium,Married,8926,Outstanding,Very High,13,Best,3
40,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1822,High,Female,High,2,Healthcare Representative,Very High,Divorced,6513,Excellent,Very High,12,Better,0
34,No,Travel_Rarely,Sales,8,College,Technical Degree,1823,Medium,Male,Very High,2,Sales Executive,High,Married,6799,Outstanding,High,10,Better,4
58,No,Non-Travel,Sales,2,Bachelor,Medical,1824,Medium,Male,High,4,Manager,Medium,Divorced,16291,Outstanding,Very High,37,Good,14
35,No,Travel_Rarely,Research & Development,23,Master,Medical,1826,Medium,Male,Low,1,Laboratory Technician,High,Married,2705,Excellent,Medium,6,Best,0
47,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1827,High,Female,Medium,3,Manufacturing Director,Medium,Divorced,10333,Excellent,High,28,Better,14
40,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1829,Medium,Female,High,2,Healthcare Representative,Low,Divorced,4448,Excellent,Medium,15,Better,7
54,No,Travel_Rarely,Research & Development,7,Master,Medical,1830,Very High,Female,High,2,Research Scientist,Very High,Married,6854,Excellent,Medium,14,Good,1
31,No,Travel_Frequently,Sales,7,Master,Marketing,1833,Low,Female,High,3,Sales Executive,Low,Married,9637,Excellent,Very High,9,Better,2
28,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1834,High,Female,High,1,Research Scientist,Low,Married,3591,Outstanding,High,3,Better,1
38,No,Travel_Rarely,Sales,2,Master,Marketing,1835,Medium,Female,Low,2,Sales Representative,Very High,Married,5405,Outstanding,Low,20,Good,0
26,No,Travel_Rarely,Sales,10,Bachelor,Medical,1836,High,Male,High,2,Sales Executive,Very High,Single,4684,Excellent,Low,5,Better,1
58,No,Travel_Frequently,Research & Development,15,Master,Life Sciences,1837,Low,Male,High,4,Research Director,High,Married,15787,Excellent,Medium,23,Better,2
18,No,Non-Travel,Research & Development,14,Bachelor,Medical,1839,Medium,Female,High,1,Research Scientist,High,Single,1514,Excellent,High,0,Bad,0
31,Yes,Travel_Rarely,Human Resources,18,Doctor,Human Resources,1842,Very High,Male,Very High,1,Human Resources,Low,Married,2956,Excellent,High,2,Better,0
29,Yes,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,1844,Low,Male,Medium,1,Human Resources,Low,Divorced,2335,Excellent,Very High,4,Better,2
45,No,Non-Travel,Sales,2,Master,Life Sciences,1845,High,Female,High,2,Sales Executive,High,Married,5154,Outstanding,Medium,10,Best,5
36,No,Travel_Rarely,Research & Development,2,Master,Other,1847,Very High,Female,High,2,Research Scientist,Medium,Married,6962,Outstanding,Very High,15,Better,0
43,No,Travel_Frequently,Sales,2,Master,Life Sciences,1849,Low,Male,High,2,Sales Executive,Very High,Married,5675,Outstanding,High,7,Better,7
27,No,Travel_Frequently,Research & Development,5,College,Life Sciences,1850,Very High,Female,High,1,Laboratory Technician,Very High,Single,2379,Excellent,High,6,Good,0
29,No,Travel_Frequently,Research & Development,20,Below College,Medical,1852,Very High,Male,High,1,Laboratory Technician,Very High,Married,3812,Excellent,Medium,11,Best,3
32,No,Travel_Frequently,Sales,10,Master,Marketing,1853,Very High,Male,High,2,Sales Executive,Very High,Single,4648,Excellent,High,4,Best,0
42,No,Non-Travel,Research & Development,10,Master,Technical Degree,1854,High,Male,High,1,Research Scientist,High,Married,2936,Outstanding,Medium,10,Good,3
47,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1856,Medium,Female,High,1,Laboratory Technician,High,Single,2105,Excellent,High,7,Better,2
46,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1857,Very High,Male,High,3,Manufacturing Director,Very High,Divorced,8578,Excellent,High,12,Good,4
28,No,Non-Travel,Human Resources,1,College,Life Sciences,1858,High,Male,High,1,Human Resources,Very High,Divorced,2706,Excellent,Medium,3,Better,2
29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1859,Very High,Male,Low,2,Healthcare Representative,High,Divorced,6384,Excellent,Very High,11,Better,1
